time (min),response
10.04,0.1461562328526926
10.05,0.1481137717825916
10.06,0.1497908535833711
10.07,0.15117943341773482
10.08,0.15227328145645636
10.09,0.1530680309221051
10.1,0.15356120565523385
10.11,0.15375222701011826
10.12,0.15364240020992262
10.13,0.15323488060750715
10.14,0.15253462060168696
10.15,0.15154829824365545
10.16,0.15028422882914344
10.17,0.1487522610039464
10.18,0.14696365910976394
10.19,0.1449309736607321
10.2,0.1426679019663479
10.21,0.14018914100239363
10.22,0.13751023467756557
10.23,0.13464741765031837
10.24,0.1316174578193444
10.25,0.12843749954423475
10.26,0.12512490955312297
10.27,0.1216971273649198
10.28,0.11817152189907437
10.29,0.11456525576994803
10.3,0.11089515857042233
10.31,0.10717761024496143
10.32,0.10342843544066069
10.33,0.09966280951044655
10.34,0.09589517662981124
10.35,0.09213918028136855
10.36,0.08840760616370327
10.37,0.08471233739565898
10.38,0.08106432171707127
10.39,0.0774735502341757
10.4,0.0739490471241248
10.41,0.07049886959938924
10.42,0.06713011733979628
10.43,0.0638489505277532
10.44,0.06066061557039358
10.45,0.05756947756023427
10.46,0.054579058512315044
10.47,0.05169208041930586
10.48,0.04891051218504877
10.49,0.04623561952967672
10.5,0.043668017003827636
10.51,0.04120772130362601
10.52,0.038854205140002734
10.53,0.03660645098363404
10.54,0.03446300407843533
10.55,0.03242202419039467
10.56,0.030481335632976583
10.57,0.028638475183919616
10.58,0.02689073757976814
10.59,0.02523521834280653
10.6,0.02366885375937615
10.61,0.022188457888134484
10.62,0.02079075653117293
10.63,0.019472418149708695
10.64,0.018230081749135568
10.65,0.017060381795517977
10.66,0.015959970257256532
10.67,0.014925535891813162
10.68,0.013953820918382938
10.69,0.013041635233584476
10.7,0.012185868339044257
10.71,0.011383499157639854
10.72,0.010631603919643344
10.73,0.0099273623015865
10.74,0.00926806199989926
10.75,0.008651101918778374
10.76,0.008073994147888066
10.77,0.0075343649009212135
10.78,0.007029954581323042
10.79,0.006558617137172791
10.8,0.006118318863929219
10.81,0.005707136812105055
10.82,0.005323256957619641
10.83,0.004964972296342957
10.84,0.004630681032011969
10.85,0.004318885039231194
10.86,0.004028188801746639
10.87,0.003757299051871325
10.88,0.0035050253713131484
10.89,0.003270282058430906
10.9,0.0030520916241287316
10.91,0.002849590350540173
10.92,0.00266203643606957
10.93,0.0024888213604125444
10.94,0.0023294852375030897
10.95,0.002183737087100583
10.96,0.002051481151680356
10.97,0.0019328506197875733
10.98,0.0018282503960683155
10.99,0.0017384108884912722
11.0,0.0016644551721792245
11.01,0.0016079823448125982
11.02,0.0015711704193962553
11.03,0.0015569027154953379
11.04,0.0015689224194802786
11.05,0.0016120207977825991
11.06,0.0016922654746156004
11.07,0.0018172762367983772
11.08,0.001996557012399627
11.09,0.002241893995044085
11.1,0.0025678313585220775
11.11,0.0029922376312931
11.12,0.003536977579208309
11.13,0.004228706375265351
11.14,0.005099804910863309
11.15,0.0061894773117071
11.16,0.007545034044447993
11.17,0.009223386410838653
11.18,0.011292780689175984
11.19,0.013834802652588523
11.2,0.016946685613527086
11.21,0.020743957444592176
11.22,0.025363464125300567
11.23,0.030966809166373066
11.24,0.037744249656973726
11.25,0.045919090541031424
11.26,0.05575261891702818
11.27,0.0675496195189404
11.28,0.08166451090999712
11.29,0.09850813913148018
11.3,0.11855526141515534
11.31,0.14235274690613114
11.32,0.17052851397094226
11.33,0.20380121440793258
11.34,0.24299066357246646
11.35,0.2890290019369304
11.36,0.3429725578132618
11.37,0.4060143627996353
11.38,0.4794972509455248
11.39,0.5649274496897865
11.4,0.663988545410001
11.41,0.7785556790976345
11.42,0.9107097984979357
11.43,1.0627517623704454
11.44,1.237216060778987
11.45,1.4368838830536736
11.46,1.664795232929339
11.47,1.9242597591043968
11.48,2.218865939930311
11.49,2.552488234067338
11.5,2.9292917857463268
11.51,3.3537342548275464
11.52,3.8305643292645475
11.53,4.364816471990289
11.54,4.961801456761501
11.55,5.6270922591921
11.56,6.366504891063942
11.57,7.186073798890215
11.58,8.092021492319954
11.59,9.090722124825808
11.6,10.1886588184636
11.61,11.392374606323843
11.62,12.708416960284426
11.63,14.143275977160577
11.64,15.703316412305295
11.65,17.39470387475998
11.66,19.22332563039585
11.67,21.19470659702227
11.68,23.313921255644686
11.69,25.585502342160378
11.7,28.01334732068905
11.71,30.60062377017436
11.72,33.34967493640129
11.73,36.261926808679476
11.74,39.33779817059641
11.75,42.57661514414895
11.76,45.97653179297857
11.77,49.5344583705663
11.78,53.245998790635326
11.79,57.10539885774081
11.8,61.105506724781804
11.81,65.23774694028712
11.82,69.49210931192808
11.83,73.85715364460964
11.84,78.32003121345777
11.85,82.86652360646633
11.86,87.48109932183665
11.87,92.1469882351536
11.88,96.84627376622142
11.89,101.56000227993722
11.9,106.26830895583487
11.91,110.95055906296545
11.92,115.58550328704358
11.93,120.15144548158499
11.94,124.62642096043287
11.95,128.98838322160032
11.96,133.21539679729236
11.97,137.28583376726908
11.98,141.17857135658983
11.99,144.87318796751478
12.0,148.35015497137647
12.01,151.59102161077942
12.02,154.57859043580052
12.03,157.29708081898383
12.04,159.7322782608229
12.05,161.87166740698436
12.06,163.70454694663553
12.07,165.22212484289884
12.08,166.41759265586464
12.09,167.28617804939762
12.1,167.8251749182444
12.11,168.03395092461665
12.12,167.91393258618797
12.13,167.46856840317085
12.14,166.70327084393338
12.15,165.62533831998346
12.16,164.24385856623687
12.17,162.569595096103
12.18,160.61485861874698
12.19,158.393365484505
12.2,155.92008536139002
12.21,153.21108043951048
12.22,150.2833385106077
12.23,147.15460227735136
12.24,143.84319721305752
12.25,140.36786021940517
12.26,136.74757122071878
12.27,133.0013896921898
12.28,129.1482979503708
12.29,125.20705284209022
12.3,121.19604725759649
12.31,117.13318267034825
12.32,113.03575367451934
12.33,108.92034525700531
12.34,104.80274330817316
12.35,100.69785864926128
12.36,96.61966463814754
12.37,92.58114821266219
12.38,88.59427404467843
12.39,84.66996131124691
12.4,80.81807244281504
12.41,77.04741308435624
12.42,73.36574240357153
12.43,69.77979280141247
12.44,66.29529802355223
12.45,62.91702863629561
12.46,59.64883381553595
12.47,56.493688401208146
12.48,53.45374419042911
12.49,50.53038447822798
12.5,47.72428090326431
12.51,45.03545171511505
12.52,42.46332064735583
12.53,40.0067756546585
12.54,37.66422685043207
12.55,35.4336630622353
12.56,33.312706503540355
12.57,31.29866514084202
12.58,29.388582413247594
12.59,27.579284036332233
12.6,25.867421692295267
12.61,24.24951347351945
12.62,22.721981005978403
12.63,21.28118323218423
12.64,19.92344688032381
12.65,18.645093686845506
12.66,17.44246447413967
12.67,16.311940213279648
12.68,15.249960224387124
12.69,14.253037684409573
12.7,13.317772624388297
12.71,12.440862606120419
12.72,11.619111271970073
12.73,10.849434961958584
12.74,10.12886758966856
12.75,9.454563963396764
12.76,8.823801731861616
12.77,8.233982125031241
12.78,7.682629650686929
12.79,7.16739089653012
12.8,6.686032576296972
12.81,6.236438946741002
12.82,5.816608710715547
12.83,5.424651510141518
12.84,5.058784101533104
12.85,4.717326296115968
12.86,4.398696736500393
12.87,4.101408572439245
12.88,3.824065089454363
12.89,3.5653553360807817
12.9,3.3240497881620126
12.91,3.098996082029063
12.92,2.8891148424851596
12.93,2.693395626275521
12.94,2.5108929971072325
12.95,2.3407227442592653
12.96,2.1820582533433925
12.97,2.0341270347972524
12.98,1.8962074131647855
12.99,1.7676253781034368
13.0,1.6477515963044087
13.01,1.5359985820835533
13.02,1.4318180232543896
13.03,1.3346982579953435
13.04,1.2441618977369069
13.05,1.1597635905899926
13.06,1.081087919486898
13.07,1.0077474289856676
13.08,0.939380774576386
13.09,0.8756509883030549
13.1,0.8162438545621356
13.11,0.7608663900427322
13.12,0.7092454219219445
13.13,0.6611262586111768
13.14,0.6162714475564213
13.15,0.5744596148199165
13.16,0.5354843814065455
13.17,0.4991533515398791
13.18,0.46528716833671624
13.19,0.43371863257143317
13.2,0.4042918804601104
13.21,0.37686161662722023
13.22,0.35129239864319206
13.23,0.3274579697382186
13.24,0.30524063650583794
13.25,0.28453068860813735
13.26,0.2652258576831856
13.27,0.24723081283408485
13.28,0.2304566902480915
13.29,0.21482065465370717
13.3,0.20024549047377715
13.31,0.1866592206737851
13.32,0.1739947514369762
13.33,0.16218954092225743
13.34,0.15118529047712548
13.35,0.14092765678686406
13.36,0.131365983543119
13.37,0.12245305131022297
13.38,0.11414484435663684
13.39,0.10640033330200142
13.4,0.09918127250787358
13.41,0.09245201121270298
13.42,0.08617931747915068
13.43,0.08033221408493585
13.44,0.07488182554721791
13.45,0.0698012355253843
13.46,0.06506535389827665
13.47,0.06065079285960916
13.48,0.05653575141980281
13.49,0.052699907743965005
13.5,0.04912431879439004
13.51,0.0457913267820277
13.52,0.042684471964970126
13.53,0.039788411363345384
13.54,0.03708884298921616
13.55,0.034572435217309475
13.56,0.03222676094779363
13.57,0.03004023623596888
13.58,0.02800206308581414
13.59,0.026102176124875243
13.6,0.024331192897158654
13.61,0.02268036752855771
13.62,0.021141547535992244
13.63,0.01970713356696863
13.64,0.018370041870740466
13.65,0.01712366931573383
13.66,0.015961860780486028
13.67,0.014878878757059788
13.68,0.013869375016826141
13.69,0.012928364198694956
13.7,0.012051199189366651
13.71,0.011233548174031154
13.72,0.0104713732441924
13.73,0.009760910456987652
13.74,0.009098651247548516
13.75,0.00848132510263272
13.76,0.007905883409995729
13.77,0.00736948440378603
13.78,0.006869479131672781
13.79,0.006403398374476536
13.8,0.005968940453797373
13.81,0.005563959867545643
13.82,0.005186456697399638
13.83,0.0048345667360691355
13.84,0.0045065522858453826
13.85,0.004200793583297341
13.86,0.003915780808142409
13.87,0.0036501066373003455
13.88,0.003402459307948433
13.89,0.003171616156053971
13.9,0.0029564375993831092
13.91,0.0027558615363952013
13.92,0.0025688981347434595
13.93,0.002394624985340256
13.94,0.002232182600125952
13.95,0.0020807702338271217
13.96,0.0019396420121252308
13.97,0.0018081033508046448
13.98,0.0016855076526342489
13.99,0.0015712532709885622
14.0,0.0014647807315580639
14.01,0.0013655702059675663
14.02,0.0012731392337459503
14.03,0.0011870406919041612
14.04,0.0011068610144149252
14.05,0.0010322186671820445
14.06,0.0009627628876736817
14.07,0.0008981727023059028
14.08,0.000838156238932581
14.09,0.0007824503564519719
14.1,0.0007308206186037963
14.11,0.000683061644519047
14.12,0.0006389978745059602
14.13,0.0005984847959058368
14.14,0.0005614106806140869
14.15,0.0005276988929996748
14.16,0.0004973108344156078
14.17,0.0004702495981941901
14.18,0.0004465644168581404
14.19,0.0004263559911144161
14.2,0.0004097827978603476
14.21,0.0003970684817122509
14.22,0.00038851044121540395
14.23,0.0003844897266188418
14.24,0.0003854823705629382
14.25,0.00039207227585134907
14.26,0.00040496578523827216
14.27,0.000425008056392575
14.28,0.0004532013604017725
14.29,0.0004907254138209276
14.3,0.0005389598418035985
14.31,0.0005995088527136707
14.32,0.000674228182253525
14.33,0.0007652543370210145
14.34,0.0008750361330340468
14.35,0.0010063684837073612
14.36,0.0011624283436911182
14.37,0.0013468126596593915
14.38,0.0015635781164852652
14.39,0.0018172823973473247
14.4,0.002113026599470973
14.41,0.0024564983639347596
14.42,0.0028540151890457267
14.43,0.0033125673032599213
14.44,0.0038398593768474826
14.45,0.004444350253137426
14.46,0.0051352897822006995
14.47,0.0059227517445275745
14.48,0.00681766176221606
14.49,0.007831819013257052
14.5,0.008977910493788247
14.51,0.010269516516951545
14.52,0.011721106098640226
14.53,0.013348020863397828
14.54,0.015166446111438933
14.55,0.017193367723455484
14.56,0.019446513646560727
14.57,0.021944278805049598
14.58,0.024705632415745356
14.59,0.027750006861124957
14.6,0.031097167484940715
14.61,0.034767062924659975
14.62,0.038779655881727285
14.63,0.04315473455240491
14.64,0.047911705295631574
14.65,0.05306936749574616
14.66,0.05864567198157551
14.67,0.06465746478288369
14.68,0.0711202184328207
14.69,0.07804775345234438
14.7,0.08545195307017013
14.71,0.09334247462965488
14.72,0.1017264615015816
14.73,0.11060825964849172
14.74,0.1199891432611894
14.75,0.1298670541012583
14.76,0.1402363593250086
14.77,0.15108763262567795
14.78,0.16240746350445762
14.79,0.1741782993611515
14.8,0.18637832487798325
14.81,0.19898138285322198
14.82,0.21195694022528494
14.83,0.22527010251526416
14.84,0.23888167931181914
14.85,0.2527483027344393
14.86,0.26682260004939407
14.87,0.2810534207895297
14.88,0.295386117858836
14.89,0.3097628812015957
14.9,0.3241231217017032
14.91,0.3384039020689363
14.92,0.35254041058526164
14.93,0.36646647274488336
14.94,0.38011509504603413
14.95,0.3934190344987267
14.96,0.4063113868177329
14.97,0.41872618578906534
14.98,0.43059900594406625
14.99,0.4418675604578501
15.0,0.4524722861157626
15.01,0.4623569072663785
15.02,0.4714689709031789
15.03,0.4797603453864628
15.04,0.4871876758261045
15.05,0.49371278978492505
15.06,0.4993030477191902
15.07,0.5039316334318114
15.08,0.5075777807575363
15.09,0.5102269337083682
15.1,0.5118708383605444
15.11,0.5125075658400444
15.12,0.5121414668395368
15.13,0.5107830591541515
15.14,0.5084488507354408
15.15,0.5051611017125693
15.16,0.5009475296993086
15.17,0.49584096347893464
15.18,0.489878950823517
15.19,0.4831033267488582
15.2,0.47555974892409025
15.21,0.4672972072412753
15.22,0.4583675147040361
15.23,0.4488247868169101
15.24,0.4387249165534987
15.25,0.42812505175856075
15.26,0.41708308150672385
15.27,0.4056571375098387
15.28,0.3939051161494286
15.29,0.3818842261245195
15.3,0.3696505660635906
15.31,0.3572587357680431
15.32,0.3447614840489633
15.33,0.3322093954043921
15.34,0.31965061707504994
15.35,0.30713062732613416
15.36,0.29469204514343306
15.37,0.28237448091423656
15.38,0.2702144270964012
15.39,0.25824518736966623
15.4,0.2464968423173345
15.41,0.2349962493075673
15.42,0.22376707393347026
15.43,0.21282985013045974
15.44,0.2022020659167012
15.45,0.19189827159524314
15.46,0.18193020721108186
15.47,0.17230694606810146
15.48,0.16303505117410472
15.49,0.15411874159106465
15.5,0.14556006581564157
15.51,0.13735907949551965
15.52,0.12951402499343337
15.53,0.12202151053644533
15.54,0.11487668692686959
15.55,0.10807342003737425
15.56,0.10160445756092082
15.57,0.09546158873146343
15.58,0.08963579596966431
15.59,0.08411739763556211
15.6,0.0788961812843979
15.61,0.0739615270202569
15.62,0.06930252072318197
15.63,0.064908057087819
15.64,0.06076693255487278
15.65,0.05686792834052235
15.66,0.053199883873810444
15.67,0.049751761038408004
15.68,0.04651269968407618
15.69,0.04347206492568207
15.7,0.04061948678511128
15.71,0.03794489275528587
15.72,0.035438533877245625
15.73,0.03309100492239186
15.74,0.030893259264079494
15.75,0.02883661900718716
15.76,0.026912780922551956
15.77,0.02511381870649818
15.78,0.023432182055338698
15.79,0.021860693011766606
15.8,0.0203925400054553
15.81,0.019021269974794072
15.82,0.017740778921218323
15.83,0.01654530121268213
15.84,0.015429397918926606
15.85,0.014387944428751126
15.86,0.013416117568774222
15.87,0.01250938241440161
15.88,0.011663478957042282
15.89,0.010874408767109399
15.9,0.01013842177002799
15.91,0.009452003232339747
15.92,0.008811861036967487
15.93,0.008214913310711627
15.94,0.007658276452977388
15.95,0.00713925360245514
15.96,0.006655323567864271
15.97,0.006204130239783531
15.98,0.005783472492886349
15.99,0.005391294581446244
16.0,0.005025677025630468
16.01,0.004684827981742463
16.02,0.004367075086078421
16.03,0.004070857759318529
16.04,0.0037947199562835235
16.05,0.003537303344343245
16.06,0.003297340892702899
16.07,0.0030736508541143385
16.08,0.002865131120221785
16.09,0.0026707539316714484
16.1,0.0024895609242634154
16.11,0.0023206584927369777
16.12,0.002163213454236372
16.13,0.0020164489940594815
16.14,0.0018796408769220167
16.15,0.0017521139076577294
16.16,0.0016332386259906287
16.17,0.0015224282207559829
16.18,0.001419135649687654
16.19,0.0013228509516307256
16.2,0.0012330987387660444
16.21,0.0011494358571422234
16.22,0.0010714492045003638
16.23,0.000998753695036977
16.24,0.0009309903613869837
16.25,0.0008678245847121883
16.26,0.0008089444443577377
16.27,0.0007540591790830398
16.28,0.000702897752390136
16.29,0.0006552075149587392
16.3,0.0006107529576544452
16.31,0.0005693145490081206
16.32,0.0005306876514674751
16.33,0.0004946815111017762
16.34,0.0004611183157946827
16.35,0.0004298323172933349
16.36,0.0004006690127918217
16.37,0.0003734843820181826
16.38,0.0003481441760654764
16.39,0.0003245232544606203
16.4,0.0003025049672019737
16.41,0.00028198057871695964
16.42,0.00026284873089774336
16.43,0.00024501494256483873
16.44,0.0002283911428882382
16.45,0.0002128952364629604
16.46,0.0001984506978917489
16.47,0.00018498619387352584
16.48,0.0001724352309315314
16.49,0.00016073582704192465
16.5,0.00014983020554126578
16.51,0.00013966450980155664
16.52,0.00013018853726377716
16.53,0.00012135549151659073
16.54,0.00011312175119596233
16.55,0.00010544665456437249
16.56,9.8292298705916e-05
16.57,9.162335234554883e-05
16.58,8.540688136820939e-05
16.59,7.961218617607831e-05
16.6,7.421065008085992e-05
16.61,6.917559798233039e-05
16.62,6.448216463527262e-05
16.63,6.0107171854262604e-05
16.64,5.602901404985152e-05
16.65,5.222755153092254e-05
16.66,4.86840110462566e-05
16.67,4.538089307418442e-05
16.68,4.230188540244527e-05
16.69,3.943178257148988e-05
16.7,3.6756410783412154e-05
16.71,3.4262557905653e-05
16.72,3.193790822383473e-05
16.73,2.9770981621477965e-05
16.74,2.775107688627322e-05
16.75,2.586821886290163e-05
16.76,2.4113109191447785e-05
16.77,2.247708038811112e-05
16.78,2.0952053041454345e-05
16.79,1.9530495912810817e-05
16.8,1.820538874379598e-05
16.81,1.6970187587266506e-05
16.82,1.581879249050072e-05
16.83,1.474551737102127e-05
16.84,1.3745061936279445e-05
16.85,1.2812485508541584e-05
16.86,1.194318262570355e-05
16.87,1.1132860297544242e-05
16.88,1.0377516805101946e-05
16.89,9.673421938468587e-06
16.9,9.017098575416706e-06
16.91,8.405305509877523e-06
16.92,7.83502144547781e-06
16.93,7.3034300750828044e-06
16.94,6.807906172663951e-06
16.95,6.346002628808834e-06
16.96,5.9154383658447505e-06
16.97,5.514087072900736e-06
16.98,5.139966705271947e-06
16.99,4.791229696234497e-06
17.0,4.466153832968103e-06
17.01,4.16313375153189e-06
17.02,3.880673008888757e-06
17.03,3.61737669282807e-06
17.04,3.371944533291957e-06
17.05,3.1431644810837e-06
17.06,2.9299067222500498e-06
17.07,2.7311180985750123e-06
17.08,2.545816906633789e-06
17.09,2.373088049719963e-06
17.1,2.212078518706211e-06
17.11,2.0619931795194153e-06
17.12,1.9220908464276638e-06
17.13,1.7916806217478175e-06
17.14,1.6701184838962197e-06
17.15,1.5568041069344503e-06
17.16,1.4511778959022141e-06
17.17,1.3527182232978595e-06
17.18,1.2609388530580693e-06
17.19,1.1753865393157046e-06
17.2,1.095638788077666e-06
17.21,1.021301770768225e-06
17.22,9.52008379334959e-07
17.23,8.874164133116298e-07
17.24,8.272068898858034e-07
17.25,7.710824686248331e-07
17.26,7.187659830815085e-07
17.27,6.699990720272783e-07
17.28,6.245409035537185e-07
17.29,5.821669857414734e-07
17.3,5.426680580228059e-07
17.31,5.058490577633438e-07
17.32,4.715281569590792e-07
17.33,4.395358642918553e-07
17.34,4.0971418810849283e-07
17.35,3.819158561903774e-07
17.36,3.560035884600831e-07
17.37,3.318494190334851e-07
17.38,3.093340642694449e-07
17.39,2.883463336959929e-07
17.4,2.687825809041871e-07
17.41,2.505461916976611e-07
17.42,2.3354710697036556e-07
17.43,2.1770137795607935e-07
17.44,2.0293075165340532e-07
17.45,1.8916228437894902e-07
17.46,1.7632798154010661e-07
17.47,1.6436446184865844e-07
17.48,1.5321264431677102e-07
17.49,1.4281745648978657e-07
17.5,1.331275624748083e-07
17.51,1.2409510942208578e-07
17.52,1.1567549120711864e-07
17.53,1.0782712814648889e-07
17.54,1.0051126165958449e-07
17.55,9.369176286209168e-08
17.56,8.733495414610138e-08
17.57,8.140944286562851e-08
17.58,7.58859663062873e-08
17.59,7.073724717344989e-08
17.6,6.593785888528892e-08
17.61,6.146410000541073e-08
17.62,5.729387719500064e-08
17.63,5.3406596106457893e-08
17.64,4.9783059679667415e-08
17.65,4.640537333870074e-08
17.66,4.3256856620720635e-08
17.67,4.0321960800713846e-08
17.68,3.7586192105219424e-08
17.69,3.5036040135861117e-08
17.7,3.265891114921537e-08
17.71,3.044306586350184e-08
17.72,2.8377561484985486e-08
17.73,2.6452197667764086e-08
17.74,2.465746614009447e-08
17.75,2.2984503748466196e-08
17.76,2.1425048687554663e-08
17.77,1.997139969988402e-08
17.78,1.8616378043715007e-08
17.79,1.7353292041345214e-08
17.8,1.6175904032732842e-08
17.81,1.5078399571261144e-08
17.82,1.4055358709505817e-08
17.83,1.3101729233214865e-08
17.84,1.2212801711306028e-08
17.85,1.1384186238680212e-08
17.86,1.0611790756987596e-08
17.87,9.891800846288653e-09
17.88,9.220660887815636e-09
17.89,8.595056504801193e-09
17.9,8.011898194667044e-09
17.91,7.468306071734426e-09
17.92,6.961595645115831e-09
17.93,6.489264561547592e-09
17.94,6.04898024769659e-09
17.95,5.6385683909146e-09
17.96,5.25600220154913e-09
17.97,4.899392403788669e-09
17.98,4.566977905607947e-09
17.99,4.257117101741612e-09
18.0,3.968279766732941e-09
18.01,3.6990394980255136e-09
18.02,3.44806667177558e-09
18.03,3.214121876599448e-09
18.04,2.996049792829503e-09
18.05,2.792773487049769e-09
18.06,2.6032890937378376e-09
18.07,2.4266608577460107e-09
18.08,2.262016513141897e-09
18.09,2.1085429755849143e-09
18.1,1.9654823269677113e-09
18.11,1.832128072491578e-09
18.12,1.7078216516922638e-09
18.13,1.5919491861864988e-09
18.14,1.483938448077216e-09
18.15,1.3832560340474642e-09
18.16,1.2894047311861523e-09
18.17,1.201921061538308e-09
18.18,1.1203729932528665e-09
18.19,1.0443578070251782e-09
18.2,9.735001072983205e-10
18.21,9.074499684012531e-10
18.22,8.458812064699093e-10
18.23,7.884897686172004e-10
18.24,7.349922313987265e-10
18.25,6.851244011598593e-10
18.26,6.386400093551863e-10
18.27,5.953094964003193e-10
18.28,5.549188780557649e-10
18.29,5.172686887527417e-10
18.3,4.821729966541146e-10
18.31,4.4945848560442216e-10
18.32,4.1896359946087245e-10
18.33,3.905377446183304e-10
18.34,3.640405468459187e-10
18.35,3.393411588480095e-10
18.36,3.1631761525022557e-10
18.37,2.9485623200080567e-10
18.38,2.748510474764533e-10
18.39,2.5620330290200216e-10
18.4,2.388209600522492e-10
18.41,2.226182546233161e-10
18.42,2.0751528417350854e-10
18.43,1.9343763018230652e-10
18.44,1.8031601462363304e-10
18.45,1.680859925805903e-10
18.46,1.5668768396214083e-10
18.47,1.460655494824977e-10
18.48,1.3616821895726474e-10
18.49,1.2694838397028218e-10
18.5,1.1836277249994304e-10
18.51,1.1037223075252336e-10
18.52,1.0294194803479813e-10
18.53,9.60418751024321e-11
18.54,8.964740652675023e-11
18.55,8.374042523611637e-11
18.56,7.831084521340567e-11
18.57,7.33588400009509e-11
18.58,6.889801504624193e-11
18.59,6.495987751227096e-11
18.6,6.160008662159584e-11
18.61,5.890714236756552e-11
18.62,5.701440566355043e-11
18.63,5.611665867187425e-11
18.64,5.6492836361522e-11
18.65,5.853712356703429e-11
18.66,6.280136064955003e-11
18.67,7.005269335173113e-11
18.68,8.135171374803872e-11
18.69,9.815806626678168e-11
18.7,1.2247276020334672e-10
18.71,1.5702939752252447e-10
18.72,2.055503956518341e-10
18.73,2.7308931819344215e-10
18.74,3.6648694975649943e-10
18.75,4.949771778806231e-10
18.76,6.709895948405551e-10
18.77,9.112096553528029e-10
18.78,1.2379750336833268e-09
18.79,1.6811095222277872e-09
18.8,2.280324648401326e-09
18.81,3.0883556908975562e-09
18.82,4.175044830206009e-09
18.83,5.632642067078839e-09
18.84,7.582667076424648e-09
18.85,1.0184765708469808e-08
18.86,1.3648107469337932e-08
18.87,1.824600988175836e-08
18.88,2.43346479544149e-08
18.89,3.237691897074195e-08
18.9,4.2972792583299575e-08
18.91,5.68977933229096e-08
18.92,7.515164825470816e-08
18.93,9.901959957833971e-08
18.94,1.3014944540052502e-07
18.95,1.7064804880433767e-07
18.96,2.2320186515652034e-07
18.97,2.9122700230411106e-07
18.98,3.790554725398338e-07
18.99,4.921656463147724e-07
19.0,6.374665057621862e-07
19.01,8.236471539652408e-07
19.02,1.0616051988863945e-06
19.03,1.3649701365182083e-06
19.04,1.7507407454204764e-06
19.05,2.2400588147877765e-06
19.06,2.8591453011535795e-06
19.07,3.6404292845087177e-06
19.08,4.623904910305327e-06
19.09,5.858756892803263e-06
19.1,7.405301144442311e-06
19.11,9.337293703728199e-06
19.12,1.174466836712548e-05
19.13,1.473677128046957e-05
19.14,1.8446169185721398e-05
19.15,2.303311700002806e-05
19.16,2.8690779849928437e-05
19.17,3.5651314486097104e-05
19.18,4.4192925019443685e-05
19.19,5.4648017962290884e-05
19.2,6.741259139802555e-05
19.21,8.295700245842417e-05
19.22,0.00010183826582471904
19.23,0.00012471404329598163
19.24,0.00015235849013574152
19.25,0.00018568012740752826
19.26,0.0002257419102744874
19.27,0.00027378365964873526
19.28,0.0003312470179627054
19.29,0.00039980307849017015
19.3,0.00048138282083450213
19.31,0.0005782104621754521
19.32,0.0006928398038866492
19.33,0.0008281936154860555
19.34,0.0009876060519105954
19.35,0.0011748680452335525
19.36,0.0013942755477230448
19.37,0.0016506804292622233
19.38,0.0019495437485093387
19.39,0.0022969910238907812
19.4,0.002699869027966488
19.41,0.003165803517597732
19.42,0.003703257193689881
19.43,0.004321587059511844
19.44,0.005031100217483942
19.45,0.005843107013106787
19.46,0.006769970304015741
19.47,0.007825149505006694
19.48,0.009023237939787003
19.49,0.01037999192090098
19.5,0.011912349884965421
19.51,0.013638439835303386
19.52,0.01557757329291583
19.53,0.0177502239339809
19.54,0.020177989102308128
19.55,0.022883532432760128
19.56,0.025890505910503545
19.57,0.029223449824733242
19.58,0.03290766925689958
19.59,0.036969085974725924
19.6,0.04143406488524986
19.61,0.04632921453297136
19.62,0.05168116151137706
19.63,0.05751629908507636
19.64,0.06386051079142682
19.65,0.07073887029891948
19.66,0.0781753193379503
19.67,0.08619232607874557
19.68,0.09481052690153455
19.69,0.10404835507374459
19.7,0.11392166040574672
19.71,0.1244433244872462
19.72,0.13562287659631878
19.73,0.14746611580882907
19.74,0.15997474520243396
19.75,0.17314602433382964
19.76,0.18697244635645197
19.77,0.20144144622792617
19.78,0.21653514642141006
19.79,0.23223014639526818
19.8,0.24849736178596737
19.81,0.2653019188663446
19.82,0.28260310925699145
19.83,0.30035440919462125
19.84,0.31850356685621295
19.85,0.33699276032015
19.86,0.3557588277303181
19.87,0.3747335701313524
19.88,0.3938441262829147
19.89,0.41301341755963283
19.9,0.4321606598239425
19.91,0.4512019379478519
19.92,0.47005083748084997
19.93,0.48861912684245157
19.94,0.5068174823833452
19.95,0.5245562477340477
19.96,0.5417462180669524
19.97,0.5582994392559781
19.98,0.5741300114461266
19.99,0.5891548862551765
20.0,0.6032946467325457
20.01,0.6164742592998876
20.02,0.6286237871964265
20.03,0.6396790554443847
20.04,0.6495822580286384
20.05,0.6582824988370787
20.06,0.6657362589169007
20.07,0.6719077837477265
20.08,0.6767693854905327
20.09,0.68030165651677
20.1,0.6824935919260814
20.11,0.6833426201952876
20.12,0.6828545425358403
20.13,0.6810433829429409
20.14,0.6779311522688095
20.15,0.6735475309188483
20.16,0.6679294759287752
20.17,0.6611207592122387
20.18,0.6531714446541991
20.19,0.6441373124517723
20.2,0.6340792396612467
20.21,0.6230625462916716
20.22,0.6111563164904751
20.23,0.5984327043966183
20.24,0.5849662340988124
20.25,0.5708331028388871
20.26,0.5561104961573411
20.27,0.5408759231036675
20.28,0.5252065789467651
20.29,0.5091787420392104
20.3,0.49286721063358147
20.31,0.47634478454085344
