time (min),response
20.32,0.4596817955797575
20.33,0.4429456898135289
20.34,0.4262006636244827
20.35,0.40950735475675937
20.36,0.39292258857807133
20.37,0.37649917898783186
20.38,0.3602857826428633
20.39,0.3443268044926561
20.4,0.32866235202188704
20.41,0.313328235092287
20.42,0.2983560078629837
20.43,0.28377304894714495
20.44,0.2696026757327095
20.45,0.25586428865208527
20.46,0.2425735411250034
20.47,0.22974253091459979
20.48,0.21738000872088664
20.49,0.20549159998122787
20.5,0.1940800360444354
20.51,0.18314539112601316
20.52,0.17268532172693665
20.53,0.16269530549943248
20.54,0.1531688768616478
20.55,0.14409785699116806
20.56,0.1354725761583598
20.57,0.12728208668735091
20.58,0.11951436515039654
20.59,0.11215650270480446
20.6,0.10519488276744185
20.61,0.0986153454862974
20.62,0.0924033387100052
20.63,0.08654405537276444
20.64,0.08102255740296524
20.65,0.07582388642913523
20.66,0.07093316169647354
20.67,0.06633566572258266
20.68,0.06201691831277537
20.69,0.05796273962545252
20.7,0.054159303028022784
20.71,0.05059317851560658
20.72,0.04725136748050878
20.73,0.04412132962189128
20.74,0.04119100277458958
20.75,0.03844881641521568
20.76,0.035883699574762534
20.77,0.033485083851321394
20.78,0.031242902176096054
20.79,0.02914758394194479
20.8,0.02719004705752049
20.81,0.025361687442934693
20.82,0.0236543664355389
20.83,0.02206039652790216
20.84,0.020572525814840717
20.85,0.019183921483126153
20.86,0.017888152636506383
20.87,0.01667917271033639
20.88,0.015551301694543626
20.89,0.01449920835096517
20.9,0.013517892581368705
20.91,0.012602668075594415
20.92,0.01174914534524914
20.93,0.010953215227039046
20.94,0.010211032921076542
20.95,0.009519002613127266
20.96,0.008873762715603981
20.97,0.008272171750012509
20.98,0.007711294883267931
20.99,0.007188391121706467
21.0,0.006700901159478701
21.01,0.0062464358722105285
21.02,0.005822765442147063
21.03,0.0054278090973439875
21.04,0.00505962544467869
21.05,0.004716403374397324
21.06,0.004396453512498741
21.07,0.004098200196351686
21.08,0.0038201739484912214
21.09,0.00356100442343369
21.1,0.003319413802548092
21.11,0.0030942106124388566
21.12,0.0028842839429027304
21.13,0.0026885980412633135
21.14,0.002506187260726751
21.15,0.0023361513413195666
21.16,0.0021776510029235755
21.17,0.002029903830910587
21.18,0.0018921804358675754
21.19,0.0017638008698915748
21.2,0.0016441312829040807
21.21,0.001532580803380233
21.22,0.0014285986288080771
21.23,0.00133167131207399
21.24,0.0012413202308195473
21.25,0.001157099227620615
21.26,0.0010785924096100722
21.27,0.0010054120968921918
21.28,0.0009371969097872181
21.29,0.0008736099855952187
21.3,0.0008143373161809159
21.31,0.0007590861982601631
21.32,0.0007075837888106928
21.33,0.0006595757585421384
21.34,0.0006148250368396252
21.35,0.0005731106420484747
21.36,0.0005342265913921649
21.37,0.0004979808852176706
21.38,0.00046419456064138745
21.39,0.000432700810027603
21.4,0.0004033441600738047
21.41,0.00037597970760261146
21.42,0.00035047240847426944
21.43,0.00032669641633621194
21.44,0.0003045344682221204
21.45,0.00028387731430369557
21.46,0.000264623189387112
21.47,0.000246677324037093
21.48,0.0002299514935064013
21.49,0.00021436360295277996
21.5,0.0001998373077410424
21.51,0.00018630166796080794
21.52,0.0001736908366430254
21.53,0.00016194378153663863
21.54,0.0001510040407142696
21.55,0.00014081951271737627
21.56,0.00013134228243211709
21.57,0.00012252848441068325
21.58,0.00011433820592438123
21.59,0.00010673543265703077
21.6,9.968804062432427e-05
21.61,9.316783863805646e-05
21.62,8.715066642526785e-05
21.63,8.161655436047205e-05
21.64,7.654995167194286e-05
21.65,7.194003093612915e-05
21.66,6.778107766986034e-05
21.67,6.407297485805223e-05
21.68,6.082179330048877e-05
21.69,5.8040499707034764e-05
21.7,5.574979549320083e-05
21.71,5.397910019950158e-05
21.72,5.27676943453623e-05
21.73,5.2166037292265e-05
21.74,5.223727628679e-05
21.75,5.305896323128081e-05
21.76,5.472499583170464e-05
21.77,5.7347799536883984e-05
21.78,6.106076604397569e-05
21.79,6.602096303112863e-05
21.8,7.241212811633663e-05
21.81,8.044795775673908e-05
21.82,9.037569882128822e-05
21.83,0.00010248004682023415
21.84,0.00011708735019217548
21.85,0.0001345701145756557
21.86,0.00015535179458277086
21.87,0.00017991185321620116
21.88,0.00020879106071772585
21.89,0.00024259699531792593
21.9,0.0002820096981108996
21.91,0.00032778742317568396
21.92,0.00038077241220858506
21.93,0.0004418966104611843
21.94,0.0005121872278749537
21.95,0.0005927720361881606
21.96,0.0006848842797281493
21.97,0.0007898670648940044
21.98,0.0009091770813308012
21.99,0.0010443874968712429
22.0,0.001197189858893781
22.01,0.0013693948272459628
22.02,0.0015629315587709642
22.03,0.0017798455612040827
22.04,0.0020222948352332628
22.05,0.002292544128279546
22.06,0.00259295713244134
22.07,0.0029259864724275023
22.08,0.003294161347445473
22.09,0.0037000727141389294
22.1,0.0041463559258663905
22.11,0.0046356707768993345
22.12,0.005170678938339011
22.13,0.005754018815449667
22.14,0.006388277903271807
22.15,0.0070759627682201376
22.16,0.007819466837207814
22.17,0.008621036231754295
22.18,0.009482733941567898
22.19,0.010406402689063683
22.2,0.011393626891953555
22.21,0.012445694184103392
22.22,0.013563557003843483
22.23,0.01474779480249311
22.24,0.015998577462507636
22.25,0.017315630543102867
22.26,0.018698202990067206
22.27,0.020145037954681626
22.28,0.021654347363152762
22.29,0.02322379086199458
22.3,0.02485045973583975
22.31,0.026530866351888505
22.32,0.028260939629762716
22.33,0.030036026967145364
22.34,0.031850902971078836
22.35,0.03369978525303857
22.36,0.03557635744437308
22.37,0.03747379947892474
22.38,0.03938482507361492
22.39,0.04130172621765245
22.4,0.04321642435908574
22.41,0.0451205278562967
22.42,0.04700539514415546
22.43,0.04886220295268182
22.44,0.05068201881260736
22.45,0.052455876989725495
22.46,0.054174856910616145
22.47,0.05583016307816282
22.48,0.05741320542809108
22.49,0.05891567904874885
22.5,0.06032964217663008
22.51,0.061647591390096325
22.52,0.06286253295359519
22.53,0.06396804931390936
22.54,0.06495835981784834
22.55,0.06582837480602939
22.56,0.0665737423382686
22.57,0.06719088692067132
22.58,0.06767703973031823
22.59,0.0680302599679847
22.6,0.06824944710973294
22.61,0.0683343439716431
22.62,0.06828553064540258
22.63,0.0681044095030724
22.64,0.06779318160427845
22.65,0.06735481496570161
22.66,0.06679300526867298
22.67,0.0661121296838258
22.68,0.0653171945803311
22.69,0.06441377795988659
22.7,0.06340796751132943
22.71,0.062306295219912246
22.72,0.06111566948578737
22.73,0.05984330570925055
22.74,0.05849665628649515
22.75,0.0570833409298866
22.76,0.05561107818245907
22.77,0.054087618938893516
22.78,0.052520682716508144
22.79,0.050917897341638395
22.8,0.04928674263122519
22.81,0.047634498558613445
22.82,0.04596819829844969
22.83,0.044294586450321145
22.84,0.04262008264618011
22.85,0.040950750654587406
22.86,0.039292273006858204
22.87,0.03764993108784793
22.88,0.036028590558498
22.89,0.034432691909338294
22.9,0.032866245884717156
22.91,0.03133283346696782
22.92,0.02983561006842375
22.93,0.02837731354706524
22.94,0.02696027563857608
22.95,0.025586436383297974
22.96,0.024257361120501655
22.97,0.022974259623981672
22.98,0.021738006961391127
22.99,0.020549165674277607
23.0,0.019408008895482002
23.01,0.01831454404465284
23.02,0.01726853677011483
23.03,0.016269534835438092
23.04,0.01531689168089691
23.05,0.014409789422813929
23.06,0.0135472610868873
23.07,0.012728211904282152
23.08,0.011951439531060972
23.09,0.01121565308187043
23.1,0.010519490897386682
23.11,0.009861536991466604
23.12,0.009240336148095527
23.13,0.008654407659874866
23.14,0.008102257718880661
23.15,0.007582390487254476
23.16,0.0070933178888532645
23.17,0.0066335681748193095
23.18,0.006201693325107848
23.19,0.005796275355022005
23.2,0.0054159316008021196
23.21,0.005059319061493668
23.22,0.004725137875892223
23.23,0.004412134013508574
23.24,0.00411910125744837
23.25,0.0038448825550205542
23.26,0.003588370808996064
23.27,0.0033485091788779437
23.28,0.0031242909575012606
23.29,0.0029147590838858864
23.3,0.0027190053486492024
23.31,0.00253616934357127
23.32,0.0023654372021718302
23.33,0.002206040173506991
23.34,0.002057253066871209
23.35,0.0019183926007671657
23.36,0.001788815685407023
23.37,0.0016679176641746787
23.38,0.001555130535921569
23.39,0.0014499211766996797
23.4,0.0013517895765629991
23.41,0.0012602671043810993
23.42,0.001174914811207992
23.43,0.0010953217806148672
23.44,0.0010211035325203017
23.45,0.0009519004854145043
23.46,0.0008873764804582858
23.47,0.000827217369727269
23.48,0.0007711296698431546
23.49,0.0007188392813745888
23.5,0.0006700902736761984
23.51,0.0006246437342544372
23.52,0.0005822766812817675
23.53,0.0005427810375156361
23.54,0.0005059626635994868
23.55,0.0004716404485174407
23.56,0.0004396454548327583
23.57,0.0004098201162497543
23.58,0.0003820174849938028
23.59,0.00035610052649341997
23.6,0.0003319414588682948
23.61,0.0003094211347688684
23.62,0.00028842846317388523
23.63,0.0002688598688264653
23.64,0.00025061878707331926
23.65,0.00023361519196356378
23.66,0.0002177651555591182
23.67,0.00020299043650760145
23.68,0.0001892180960276629
23.69,0.00017638013955582226
23.7,0.00016441318240132213
23.71,0.00015325813785053432
23.72,0.00014285992625510276
23.73,0.0001331672037269142
23.74,0.00012413210914898518
23.75,0.00011571002829329308
23.76,0.00010785937391543197
23.77,0.00010054138077093457
23.78,9.371991457008938e-05
23.79,8.736129395688235e-05
23.8,8.143412466371247e-05
23.81,7.590914505745012e-05
23.82,7.075908235420197e-05
23.83,6.595851884093684e-05
23.84,6.148376750202475e-05
23.85,5.731275650900606e-05
23.86,5.342492209294914e-05
23.87,4.9801109381983004e-05
23.88,4.64234808529326e-05
23.89,4.3275432116837824e-05
23.9,4.0341514835232896e-05
23.91,3.760736664893774e-05
23.92,3.5059648096155956e-05
23.93,3.268598660399614e-05
23.94,3.047492776009264e-05
23.95,2.84158942117671e-05
23.96,2.6499152702668495e-05
23.97,2.4715789945102667e-05
23.98,2.305769824454602e-05
23.99,2.151757204619317e-05
24.0,2.0088916866988912e-05
24.01,1.8766072416423176e-05
24.02,1.7544252101524383e-05
24.03,1.6419601562739068e-05
24.04,1.5389279404592458e-05
24.05,1.4451563875329507e-05
24.06,1.360598992035198e-05
24.07,1.2853521792106082e-05
24.08,1.2196767250816572e-05
24.09,1.1640240341874253e-05
24.1,1.119068079161413e-05
24.11,1.0857439226835725e-05
24.12,1.065293869597609e-05
24.13,1.0593224349912166e-05
24.14,1.0698614623300868e-05
24.15,1.099446883456263e-05
24.16,1.1512087780743155e-05
24.17,1.2289765623714198e-05
24.18,1.3374013121305755e-05
24.19,1.4820974018619493e-05
24.2,1.6698058140575608e-05
24.21,1.9085816367605428e-05
24.22,2.2080084173716203e-05
24.23,2.5794421691587283e-05
24.24,3.0362879264064872e-05
24.25,3.594311805659144e-05
24.26,4.2719915441427085e-05
24.27,5.0909084413714906e-05
24.28,6.0761835144300025e-05
24.29,7.256960479096269e-05
24.3,8.666937874986577e-05
24.31,0.00010344952250120211
24.32,0.00012335613795834806
24.33,0.00014689995164263606
24.34,0.0001746637339623728
24.35,0.00020731023927336844
24.36,0.00024559064516094557
24.37,0.000290353456455974
24.38,0.00034255382486113306
24.39,0.0004032632187397327
24.4,0.00047367935967347684
24.41,0.0005551363229522899
24.42,0.0006491146783951052
24.43,0.0007572515260663733
24.44,0.0008813502588595225
24.45,0.001023389860955913
24.46,0.0011855335282980515
24.47,0.0013701363749671095
24.48,0.0015797519683392542
24.49,0.0018171374167675165
24.5,0.0020852567170314656
24.51,0.0023872820556641167
24.52,0.0027265927493149043
24.53,0.0031067715053267127
24.54,0.003531597685496876
24.55,0.004005037264319795
24.56,0.004531229188557775
24.57,0.005114467868398826
24.58,0.005759181562202973
24.59,0.006469906457308917
24.6,0.007251256298713686
24.61,0.0081078874756869
24.62,0.009044459543263963
24.63,0.010065591230631828
24.64,0.011175812070958526
24.65,0.012379509876186533
24.66,0.013680874374522482
24.67,0.01508383742620564
24.68,0.016592010332944662
24.69,0.018208618856106546
24.7,0.019936436656173694
24.71,0.021777717958834042
24.72,0.023734130338803124
24.73,0.02580668858873051
24.74,0.027995690704675114
24.75,0.03030065706941338
24.76,0.03272027394784106
24.77,0.03525234242309441
24.78,0.03789373389586511
24.79,0.04064035324143471
24.8,0.043487110668283514
24.81,0.046427903248149625
24.82,0.04945560699039283
24.83,0.052562080213839145
24.84,0.05573817882839429
24.85,0.05897378397813911
24.86,0.06225784231994959
24.87,0.06557841901957474
24.88,0.06892276334405092
24.89,0.0722773865191126
24.9,0.07562815130686648
24.91,0.07896037254703213
24.92,0.08225892769876222
24.93,0.08550837622427868
24.94,0.0886930864745183
24.95,0.09179736857509563
24.96,0.09480561167211364
24.97,0.09770242378505721
24.98,0.10047277243142422
24.99,0.10310212413698297
25.0,0.10557658092853672
25.01,0.10788301192349453
25.02,0.1100091781827731
25.03,0.1119438490797174
25.04,0.11367690855651295
25.05,0.11519944978872351
25.06,0.11650385695511788
25.07,0.11758387301044426
25.08,0.11843465257897183
25.09,0.11905279932206747
25.1,0.11943638737877854
25.11,0.11958496672938848
25.12,0.1194995525829555
25.13,0.11918259913589398
25.14,0.1186379582847828
25.15,0.11787082409818142
25.16,0.11688766405511643
25.17,0.11569613823840307
25.18,0.11430500782597701
25.19,0.11272403435053208
25.2,0.11096387129523955
25.21,0.10903594966011793
25.22,0.1069523591695079
25.23,0.10472572679636781
25.24,0.10236909425495425
25.25,0.09989579606140567
25.26,0.09731933968420778
25.27,0.09465328920599506
25.28,0.09191115379786757
25.29,0.08910628217063404
25.3,0.0862517640176639
25.31,0.08336033930510259
25.32,0.08044431610050537
25.33,0.07751549746426475
25.34,0.07458511776265801
25.35,0.07166378860032437
25.36,0.0687614544160679
25.37,0.06588735764177732
25.38,0.06305001319192251
25.39,0.06025719193222232
25.4,0.05751591267208331
25.41,0.054832442136924356
25.42,0.05221230230423489
25.43,0.04966028443098563
25.44,0.04718046905975485
25.45,0.04477625126592403
25.46,0.04245037039767588
25.47,0.04020494356330727
25.48,0.038041502135085545
25.49,0.035961030564330476
25.5,0.03396400683688015
25.51,0.032050443940257564
25.52,0.03021993176195613
25.53,0.028471678890950262
25.54,0.026804553850261658
25.55,0.025217125345824203
25.56,0.02370770117481817
25.57,0.022274365493841188
25.58,0.02091501420292159
25.59,0.01962738825447984
25.6,0.018409104746366627
25.61,0.017257685704385784
25.62,0.016170584501960454
25.63,0.015145209902493665
25.64,0.014178947743377373
25.65,0.0132691803095328
25.66,0.012413303468803498
25.67,0.011608741661708104
25.68,0.010852960854118753
25.69,0.010143479573701895
25.7,0.009477878159704
25.71,0.008853806361224478
25.72,0.008268989421873194
25.73,0.007721232788962941
25.74,0.007208425583552138
25.75,0.006728542964012663
25.76,0.006279647510735443
25.77,0.005859889753355841
25.78,0.005467507954805991
25.79,0.005100827258809493
25.8,0.004758258299355814
25.81,0.004438295362441363
25.82,0.004139514182081111
25.83,0.0038605694444545633
25.84,0.003600192066135846
25.85,0.003357186304792535
25.86,0.0031304267535642552
25.87,0.002918855263622965
25.88,0.002721477833191841
25.89,0.002537361495579195
25.9,0.002365631233582093
25.91,0.002205466942911119
25.92,0.0020561004630868
25.93,0.0019168126905227656
25.94,0.001786930785229413
25.95,0.0016658254797070808
25.96,0.001552908496119938
25.97,0.0014476300757239801
25.98,0.0013494766227223284
25.99,0.0012579684632172679
26.0,0.0011726577186790283
26.01,0.0010931262923364138
26.02,0.0010189839660769496
26.03,0.0009498666048053341
26.04,0.000885434464720346
26.05,0.0008253706016105376
26.06,0.0007693793750213711
26.07,0.0007171850439881663
26.08,0.0006685304499503994
26.09,0.0006231757824442232
26.1,0.0005808974232048315
26.11,0.0005414868643832736
26.12,0.0005047496966886861
26.13,0.0004705046633965295
26.14,0.0004385827763104258
26.15,0.00040882648992571983
26.16,0.0003810889302098366
26.17,0.0003552331745873339
26.18,0.0003311315798904294
26.19,0.0003086651552087497
26.2,0.00028772297674185094
26.21,0.0002682016419234714
26.22,0.00025000476024741007
26.23,0.00023304247837897856
26.24,0.00021723103728446468
26.25,0.00020249235925186407
26.26,0.00018875366281080537
26.27,0.0001759471036865089
26.28,0.00016400944004314586
26.29,0.00015288172038541511
26.3,0.0001425089925938552
26.31,0.00013284003267009393
26.32,0.00012382709186226987
26.33,0.0001154256609295169
26.34,0.00010759425038700635
26.35,0.00010029418565077886
26.36,9.348941607392827e-05
26.37,8.714633693360731e-05
26.38,8.123362349164609e-05
26.39,7.572207631064823e-05
26.4,7.058447706279109e-05
26.41,6.579545411996775e-05
26.42,6.133135726213783e-05
26.43,5.717014088552832e-05
26.44,5.329125513425401e-05
26.45,4.9675544417967164e-05
26.46,4.6305152814507804e-05
26.47,4.316343589056195e-05
26.48,4.023487850491196e-05
26.49,3.750501818845998e-05
26.5,3.496037372265592e-05
26.51,3.2588378563688054e-05
26.52,3.03773187836549e-05
26.53,2.831627522227565e-05
26.54,2.6395069563479506e-05
26.55,2.4604214070566385e-05
26.56,2.2934864731740146e-05
26.57,2.1378777584608994e-05
26.58,1.992826800398925e-05
26.59,1.8576172751940855e-05
26.6,1.731581460264071e-05
26.61,1.6140969367384358e-05
26.62,1.5045835156877495e-05
26.63,1.4025003729025612e-05
26.64,1.3073433780715619e-05
26.65,1.218642605170451e-05
26.66,1.1359600117656367e-05
26.67,1.0588872757732533e-05
26.68,9.870437789896381e-06
26.69,9.20074727435464e-06
26.7,8.576493992312073e-06
26.71,7.994595113505765e-06
26.72,7.452176971869856e-06
26.73,6.946560874139199e-06
26.74,6.475249871315596e-06
26.75,6.035916427661989e-06
26.76,5.6263909263345885e-06
26.77,5.24465095488453e-06
26.78,4.888811317717996e-06
26.79,4.557114726193292e-06
26.8,4.247923120375398e-06
26.81,3.959709579594839e-06
26.82,3.691050781858096e-06
26.83,3.4406199748744175e-06
26.84,3.2071804239835694e-06
26.85,2.9895793046306656e-06
26.86,2.7867420092241022e-06
26.87,2.5976668402625287e-06
26.88,2.421420063523737e-06
26.89,2.257131296884314e-06
26.9,2.103989212000204e-06
26.91,1.9612375276191233e-06
26.92,1.8281712747399734e-06
26.93,1.704133315173605e-06
26.94,1.588511096312664e-06
26.95,1.4807336260845626e-06
26.96,1.3802686531475902e-06
26.97,1.286620038405958e-06
26.98,1.1993253048620068e-06
26.99,1.1179533537068535e-06
27.0,1.0421023353694457e-06
27.01,9.713976650113585e-07
27.02,9.054901726662108e-07
27.03,8.440543788886675e-07
27.04,7.867868873975887e-07
27.05,7.334048867749803e-07
27.06,6.836447538221688e-07
27.07,6.372607516753011e-07
27.08,5.940238162515251e-07
27.09,5.53720425032247e-07
27.1,5.161515425975238e-07
27.11,4.811316377038009e-07
27.12,4.484877670510836e-07
27.13,4.1805872121488023e-07
27.14,3.8969422852487723e-07
27.15,3.6325421295910875e-07
27.16,3.386081023884463e-07
27.17,3.1563418375552724e-07
27.18,2.942190020034782e-07
27.19,2.742567997862008e-07
27.2,2.5564899519331875e-07
27.21,2.383036949103939e-07
27.22,2.221352404104096e-07
27.23,2.0706378493520004e-07
27.24,1.9301489917798096e-07
27.25,1.799192037194915e-07
27.26,1.6771202640271994e-07
27.27,1.5633308295405835e-07
27.28,1.457261792737093e-07
27.29,1.3583893392516578e-07
27.3,1.2662251945319565e-07
27.31,1.1803142125296762e-07
27.32,1.1002321279940031e-07
27.33,1.0255834612682081e-07
27.34,9.559995652413662e-08
27.35,8.91136804811121e-08
27.36,8.306748598661742e-08
27.37,7.743151434082239e-08
27.38,7.217793270015491e-08
27.39,6.728079662677356e-08
27.4,6.271592196382833e-08
27.41,5.8460765403715574e-08
27.42,5.449431315957412e-08
27.43,5.0796977190193556e-08
27.44,4.735049846586882e-08
27.45,4.413785679749338e-08
27.46,4.1143186783561387e-08
27.47,3.835169946002456e-08
27.48,3.574960926603978e-08
27.49,3.332406596496952e-08
27.5,3.1063091184398647e-08
27.51,2.8955519261802886e-08
27.52,2.6990942103719255e-08
27.53,2.5159657786118015e-08
27.54,2.3452622642147728e-08
27.55,2.186140660062731e-08
27.56,2.0378151554746468e-08
27.57,1.8995532555361255e-08
27.58,1.770672163726021e-08
27.59,1.6505354099741877e-08
27.6,1.538549707499773e-08
27.61,1.4341620229066798e-08
27.62,1.3368568450675422e-08
27.63,1.2461536393090448e-08
27.64,1.1616044743255111e-08
27.65,1.0827918101023575e-08
27.66,1.0093264359243153e-08
27.67,9.408455482863159e-09
27.68,8.77010959214167e-09
27.69,8.175074261473427e-09
27.7,7.620410951362672e-09
27.71,7.103380496653785e-09
27.72,6.621429579361414e-09
27.73,6.1721781192904966e-09
27.74,5.753407520181367e-09
27.75,5.363049713329349e-09
27.76,4.999176944576214e-09
27.77,4.659992254233323e-09
27.78,4.3438206029242255e-09
27.79,4.049100599523179e-09
27.8,3.774376790335548e-09
27.81,3.5182924714445414e-09
27.82,3.279582988725038e-09
27.83,3.057069492440137e-09
27.84,2.8496531155752614e-09
27.85,2.656309547162457e-09
27.86,2.4760839737934905e-09
27.87,2.3080863643418673e-09
27.88,2.1514870746081222e-09
27.89,2.005512750180643e-09
27.9,1.8694425072806006e-09
27.91,1.7426043727284782e-09
27.92,1.6243719654528012e-09
27.93,1.5141614031518322e-09
27.94,1.4114284188323659e-09
27.95,1.3156656729863257e-09
27.96,1.2264002481305514e-09
27.97,1.143191313337814e-09
27.98,1.0656279472245195e-09
27.99,9.933271086450412e-10
28.0,9.259317450701277e-10
28.01,8.631090293086763e-10
28.02,8.045487158643375e-10
28.03,7.499616088102098e-10
28.04,6.990781336155552e-10
28.05,6.516470058710815e-10
28.06,6.074339903389584e-10
28.07,5.662207441986997e-10
28.08,5.278037387768734e-10
28.09,4.919932544351615e-10
28.1,4.586124436535993e-10
28.11,4.2749645768171613e-10
28.12,3.9849163244476426e-10
28.13,3.714547296848201e-10
28.14,3.4625222958892337e-10
28.15,3.2275967141128423e-10
28.16,3.0086103883302115e-10
28.17,2.8044818702440304e-10
28.18,2.614203085800489e-10
28.19,2.436834356899053e-10
28.2,2.2714997608777234e-10
28.21,2.1173828048585978e-10
28.22,1.973722393599056e-10
28.23,1.8398090709416638e-10
28.24,1.714981516315082e-10
28.25,1.5986232790000312e-10
28.26,1.4901597340605277e-10
28.27,1.3890552449459377e-10
28.28,1.2948105188110198e-10
28.29,1.2069601415815863e-10
28.3,1.125070280722742e-10
28.31,1.0487365445595161e-10
28.32,9.775819878632249e-11
28.33,9.112552542766431e-11
28.34,8.49428847022639e-11
28.35,7.917975202641399e-11
28.36,7.380767844960784e-11
28.37,6.880015205196737e-11
28.38,6.413246979603048e-11
28.39,5.978161960655939e-11
28.4,5.572617268348998e-11
28.41,5.194618636249637e-11
28.42,4.842311825946106e-11
28.43,4.513975301689256e-11
28.44,4.2080143779320876e-11
28.45,3.92295716541199e-11
28.46,3.6574527993969336e-11
28.47,3.4102726547570825e-11
28.48,3.1803155615136625e-11
28.49,2.9666184658185824e-11
28.5,2.768374582094652e-11
28.51,2.5849619169841428e-11
28.52,2.4159862030710345e-11
28.53,2.2613438802566242e-11
28.54,2.121312968244043e-11
28.55,1.9966827054087182e-11
28.56,1.8889369848011537e-11
28.57,1.8005122967909234e-11
28.58,1.7351586252528927e-11
28.59,1.6984422548856666e-11
28.6,1.69844368221097e-11
28.61,1.74672304316324e-11
28.62,1.8596513428125904e-11
28.63,2.060240493317694e-11
28.64,2.3806516170015215e-11
28.65,2.865623023188174e-11
28.66,3.577141635961929e-11
28.67,4.600790821542529e-11
28.68,6.05435180576705e-11
28.69,8.099425848283945e-11
28.7,1.0957093756813247e-10
28.71,1.4928955734618215e-10
28.72,2.042532035204641e-10
28.73,2.8002865086224443e-10
28.74,3.8414808431655987e-10
28.75,5.267756052766081e-10
28.76,7.215901272741361e-10
28.77,9.869515808751753e-10
28.78,1.3474369357852458e-09
28.79,1.8358575165873237e-09
28.8,2.4959008067680665e-09
28.81,3.385580090323606e-09
28.82,4.581725939440219e-09
28.83,6.185817245418968e-09
28.84,8.331529277171738e-09
28.85,1.1194475850407947e-08
28.86,1.500474657296616e-08
28.87,2.006299365715488e-08
28.88,2.6761012350541863e-08
28.89,3.560799221715134e-08
28.9,4.726390225388071e-08
28.91,6.258182166229912e-08
28.92,8.266145228125707e-08
28.93,1.089165624573086e-07
28.94,1.4315973190405203e-07
28.95,1.8770851168720482e-07
28.96,2.455180042709195e-07
28.97,3.2034592974178104e-07
28.98,4.169575029779202e-07
28.99,5.413789327396527e-07
29.0,7.012101005519185e-07
29.01,9.060090209046059e-07
29.02,1.1677630635802997e-06
29.03,1.5014646751252305e-06
29.04,1.925812512844829e-06
29.05,2.464062545682426e-06
29.06,3.1450578265978705e-06
29.07,4.0044703443016584e-06
29.08,5.086293659462832e-06
29.09,6.444630958393348e-06
29.1,8.14582974536061e-06
29.11,1.0271021663264954e-05
29.12,1.2919133888724519e-05
29.13,1.6210447182630978e-05
29.14,2.0290784961582005e-05
29.15,2.5336427634850148e-05
29.16,3.1559856842011054e-05
29.17,3.921644500916367e-05
29.18,4.861221665864125e-05
29.19,6.011281895430891e-05
29.2,7.415384978818124e-05
29.21,9.125270200548182e-05
29.22,0.00011202209175581741
29.23,0.0001371854470184007
29.24,0.0001675943385833325
29.25,0.00020424813962069885
29.26,0.00024831610081014934
29.27,0.0003011620251551888
29.28,0.00036437171933165885
29.29,0.0004397833859408627
29.3,0.0005295211025466535
29.31,0.0006360315080468904
29.32,0.0007621237839526898
29.33,0.0009110129767339263
29.34,0.0010863666568213246
29.35,0.0012923548494955972
29.36,0.001533703102251768
29.37,0.0018157484719613908
29.38,0.0021444981231486227
29.39,0.0025266901260825696
29.4,0.002969855930579233
29.41,0.0034823838691860794
29.42,0.004073582912899074
29.43,0.0047537457653140745
29.44,0.005534210239093488
29.45,0.006427417714288038
29.46,0.00744696733429667
29.47,0.008607664455394903
29.48,0.009925561733660876
29.49,0.01141799111289336
29.5,0.013103584873370877
29.51,0.015002283818748817
29.52,0.017135330622128266
29.53,0.01952524632730521
29.54,0.02219578801247017
29.55,0.025171885675972037
29.56,0.02847955650149414
29.57,0.032145794807150865
29.58,0.03619843618253761
29.59,0.040665994572150116
29.6,0.04557747137372973
29.61,0.05096213598622643
29.62,0.05684927766247556
29.63,0.06326792899354747
29.64,0.07024656187053545
29.65,0.07781275732877967
29.66,0.08599285127171571
29.67,0.09481155868659252
29.68,0.10429157959166227
29.69,0.11445319058109509
29.7,0.12531382644629904
29.71,0.13688765693594995
29.72,0.1491851642559312
29.73,0.1622127273896939
29.74,0.17597221972266047
29.75,0.19046062676719688
29.76,0.20566969099208252
29.77,0.22158559085070514
29.78,0.2381886610635383
29.79,0.2554531610347831
29.8,0.27334709796455303
29.81,0.2918321107529687
29.82,0.3108634201826809
29.83,0.3303898501140744
29.84,0.3503539235418259
29.85,0.3706920363521572
29.86,0.3913347105033426
29.87,0.4122069271444809
29.88,0.4332285389111999
29.89,0.4543147593155903
29.9,0.4753767258063312
29.91,0.49632213174263196
29.92,0.5170559212289302
29.93,0.5374810395266922
29.94,0.5574992306216756
29.95,0.5770118725074486
29.96,0.5959208398736441
29.97,0.6141293831815725
29.98,0.6315430125907362
29.99,0.6480703748806913
30.0,0.6636241114057977
30.01,0.6781216852298739
30.02,0.6914861659160669
30.03,0.703646960988821
30.04,0.7145404838315003
30.05,0.7241107487207845
30.06,0.7323098848085888
30.07,0.7390985621224976
30.08,0.7444463240395843
30.09,0.7483318221684454
30.1,0.750742951118688
30.11,0.751676882214815
30.12,0.7511399967894231
30.13,0.7491477212372339
30.14,0.7457242674956893
30.15,0.7409022840107321
30.16,0.7347224235216517
30.17,0.7272328351334616
30.18,0.7184885891196182
30.19,0.7085510436969489
30.2,0.6974871636273706
30.21,0.6853688009208384
30.22,0.6722719481395218
30.23,0.6582759748362795
30.24,0.6434628575086931
